SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG ROOM,CAMPUS,,,INSTRUCTOR,TERM,SIZE,AVL
34661 0,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0064,,0120,Athens,Carter,1,25,25
34711 0,A 3.0 - 3.0,W,F 02:30 pm-03:20 pm,TBA,,TBA,Athens,,1,0,0
34713 0,A 3.0 - 3.0,M W,F 02:30 pm-03:20 pm,TBA,,TBA,Athens,,1,0,0
34716 0,A 3.0 - 3.0,M W,F 09:05 am-09:55 am,TBA,,TBA,Athens,,1,0,0
PSYC,5850,Psychopharmacology,,Psychology,,,,,,,
17266 0,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0081,,0214,Athens,Smith,1,60,60
PSYC,6100,Cognitive Psych,,Psychology,,,,,,,
16984 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0064,,0628,Athens,Dyckman,1,14,14
PSYC,6130,Biol Found Behavior,,Psychology,,,,,,,
17010 0,A 3.0 - 3.0,M W,09:05 am-11:00 am,0064,,0628,Athens,McDowell,1,13,13
PSYC,6200,Advanced Social Psy,,Psychology,,,,,,,
33962 0,A 3.0 - 3.0,W,12:20 pm-03:20 pm,0064,,0226,Athens,Campbell,1,16,16
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG,,ROOM,CAMPUS,INSTRUCTOR,TERM,SIZE,AVL
PSYC,6240,Adv Psychop Adult,,Psychology,,,,,,,
33900 0,A 3.0 - 3.0,T R,03:30 pm-04:45 pm,0064,,0513,Athens,Miller,1,16,16
PSYC,6310,Industrial Psych,,Psychology,,,,,,,
17065 0,A 3.0 - 3.0,T,12:30 pm-03:15 pm,0064,,0304,Athens,Eby,1,16,16
PSYC,6420,Adv Experi Psy,,Psychology,,,,,,,
17044 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0064,,0243,Athens,Vandellen,1,20,20
PSYC,6560,Clinical Assessment,,Psychology,,,,,,,
17072 0,A 3.0 - 3.0,T R,02:00 pm-03:15 pm,0064,,0513,Athens,Miller,1,16,16
PSYC,6650,Ethics Clin Psy,,Psychology,,,,,,,
33901 0,A 3.0 - 3.0,R,12:30 pm-03:15 pm,0064,,0628,Athens,Mouilso,1,14,14
PSYC,7540,Psy Disadv/minor Gp,,Psychology,,,,,,,
34626 0,A 3.0 - 3.0,M,12:20 pm-03:20 pm,0064,,0426,Athens,,1,16,16
PSYC,8000,Advanced Topics in Psychology,,Psychology,,,,,,,
17085 0,A 1.0 - 5.0,W,09:05 am-12:05 pm,0064,,0513,Athens,Suveg,1,16,16
17098 0,A 1.0 - 5.0,T R,11:00 am-12:15 pm,0064,,0426,Athens,Clementz,1,6,6
PSYC,8500,Clinical Staffing Procedures,,Psychology,,,,,,,
17277 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Blount,1,16,16
17285 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Mouilso,1,16,16
17289 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Mouilso,1,16,16
17291 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Miller,1,10,10
29858 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Strauss,1,16,16
PSYC,8980,Sem Ind-Org Psy,,Psychology,,,,,,,
32360 0,A 3.0 - 3.0,W,09:05 am-12:05 pm,TBA,,TBA,Athens,,1,0,0
32366 0,A 3.0 - 3.0,M,09:05 am-12:05 pm,0064,,0304,Athens,Kuhnert,1,12,12
32367 0,A 3.0 - 3.0,M,12:20 pm-03:20 pm,0064,,0513,Athens,Clark,1,12,12
PSYC,8990,Sem Psychometrics,,Psychology,,,,,,,
34659 0,A 3.0 - 3.0,W,12:20 pm-03:20 pm,0064,,0513,Athens,Carter,1,12,12
PSYC,9000,Doctoral Research,,Psychology,,,,,,,
19477 0,A 1.0 - 9.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Carter,1,5,5
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG,ROOM,CAMPUS,,INSTRUCTOR,TERM,SIZE,AVL
PSYC,9100,Special Problems,,Psychology,,,,,,,
17144 0,A 1.0 - 15.0,W,03:35 pm-05:30 pm,0064,0120,Athens,,,1,5,5
17149 0,A 1.0 - 15.0,W,12:20 pm-01:10 pm,0064,0309,Athens,,Miller,1,30,30
PSYC,9200,Clin Internshp Psy,,Psychology,,,,,,,
17158 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,NCRR,Athens,,Miller,1,16,16
PSYC,9250,Indus and Org Psych Intern,,Psychology,,,,,,,
17166 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,NCRR,Athens,,Hoffman,1,20,20
PSYC,9300,Doctoral Dissertation,,Psychology,,,,,,,
19484 0,A 1.0 - 9.0,,12:01 am-11:59 pm,NCRR,NCRR,Athens,,Carter,1,5,5
QUAL,8400,Qual Rsch Tradition,,"Lifelong Ed, Admin, and Policy",,,,,,,
12312 0,A 3.0 - 3.0,M,05:00 pm-07:45 pm,2639,0136,Athens,,Roulston,1,20,20
QUAL,8400E,Qual Rsch Tradition,,"Lifelong Ed, Admin, and Policy",,,,,,,
22999 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,NCRR,Online,,Roulston,1,15,15
QUAL,8405,Phil Social Science Research,,"Lifelong Ed, Admin, and Policy",,,,,,,
33872 0,A 3.0 - 3.0,W,05:00 pm-07:45 pm,2639,0135,Athens,,Freeman,1,20,20
QUAL,8410,Designing Qual Rsch,,"Lifelong Ed, Admin, and Policy",,,,,,,
12315 0,A 3.0 - 3.0,T,05:00 pm-07:45 pm,2639,0139,Gwinnett,,Hall,1,20,20
33873 0,A 3.0 - 3.0,R,05:00 pm-07:45 pm,2639,0062,Athens,,Hall,1,20,20
QUAL,8420E,Analyzing Qual Data,,"Lifelong Ed, Admin, and Policy",,,,,,,
24536 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,NCRR,Online,,Freeman,1,15,15
QUAL,8520,Interviewing Rsch,,"Lifelong Ed, Admin, and Policy",,,,,,,
33874 0,A 1.0 - 3.0,M,05:00 pm-07:45 pm,2639,0139,Athens,,Demarrais,1,20,20
QUAL,8547,Online Qualitative Data,,"Lifelong Ed, Admin, and Policy",,,,,,,
33930 0,A 3.0 - 3.0,M,05:00 pm-07:15 pm,2639,0135,Athens,,Paulus,1,20,20
QUAL,8580,Postmodern Qualitative Researc,,"Lifelong Ed, Admin, and Policy",,,,,,,
34806 0,A 3.0 - 3.0,W,05:00 pm-07:45 pm,1060,0626,Athens,,Stpierre,1,20,20
QUAL,8990,Qual Research Method Doc Sem,,"Lifelong Ed, Admin, and Policy",,,,,,,
24538 0,A 1.0 - 1.0,W,03:00 pm-04:00 pm,2639,0136,Athens,,,1,20,20
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG ROOM,CAMPUS,,,INSTRUCTOR,TERM,SIZE,AVL
QUAL,9005,Doc Grad Stu Sem,,"Lifelong Ed, Admin, and Policy",,,,,,,
29455 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR NCRR,Athens,,,Demarrais,1,10,10
QUAL,9400,Adv Sem in Teaching Qual Res,,"Lifelong Ed, Admin, and Policy",,,,,,,
12333 0,A 3.0 - 3.0,W,05:00 pm-07:45 pm,2639 0113,Athens,,,Paulus,1,20,20
QUEC,1001,Elem Quechua I,,Latin American and Carib Stud,,,,,,,
30464 0,A 4.0 - 4.0,M W,F 10:10 am-11:00 am,0753 0112,Athens,,,Bateman,1,12,12
QUEC,2001,Inter Quechua I,,Latin American and Carib Stud,,,,,,,
30466 0,A 3.0 - 3.0,M W,F 09:05 am-09:55 am,0753 0112,Athens,,,Bateman,1,12,12
REAL,4000,Real Estate,,"Ins, Legal Stud, Real Estate",,,,,,,
13563 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0046 0204,Athens,,,Conklin,1,120,120
13565 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0040 0125,Athens,,,Martin,1,120,120
15787 0,A 3.0 - 3.0,M W,F 11:15 am-12:05 pm,0738B B012,Athens,,,Lowery,1,120,120
15794 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0046 0204,Athens,,,Conklin,1,120,120
29927 0,A 3.0 - 3.0,M W,F 10:10 am-11:00 am,0738B B012,Athens,,,Mehrotra,1,120,120
REAL,4000E,Real Estate,,"Ins, Legal Stud, Real Estate",,,,,,,
30923 OL,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR NCRR,Online,,,Martin,S2,40,40
30924 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR NCRR,Online,,,Martin,S2,40,40
REAL,4800,Internship in Real Estate,,"Ins, Legal Stud, Real Estate",,,,,,,
23164 0,A 6.0 - 6.0,,12:01 am-11:59 pm,NCRR NCRR,Off,,,Munneke,1,10,10
29819 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR NCRR,Off,,,Munneke,1,5,5
REAL,5070S,Real Estate Development,,"Ins, Legal Stud, Real Estate",,,,,,,
33533 0,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0046 0204,Athens,,,Martin,1,100,100
REAL,5090,Real Estate Investment,,"Ins, Legal Stud, Real Estate",,,,,,,
13089 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0738B B002,Athens,,,Hayunga,1,49,49
33814 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0738B B002,Athens,,,Hayunga,1,49,49
REAL,7600,Real Estate Invest Analysis,,"Ins, Legal Stud, Real Estate",,,,,,,
33800 A,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0739 0313,Athens,,,Hayunga,1,40,40
REAL,9000,Doctoral Research,,"Ins, Legal Stud, Real Estate",,,,,,,
13090 D,A 1.0 - 9.0,,12:01 am-11:59 pm,NCRR NCRR,Athens,,,Martin,1,5,5
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG ROOM,,,CAMPUS,INSTRUCTOR,TERM,SIZE,AVL
REAL,9300,Doctoral Dissertation,,"Ins, Legal Stud, Real Estate",,,,,,,
13091 D,A 1.0 - 9.0,,12:01 am-11:59 pm,NCRR NCRR,,,Athens,Martin,1,5,5
REAL,9910,Sem Real Estate Analysis Finan,,"Ins, Legal Stud, Real Estate",,,,,,,
13882 P,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR NCRR,,,Athens,Kau,1,5,5
RELI,1001,"Judaism, Christianity, Islam",,Religion,,,,,,,
16901 0,A 3.0 - 3.0,M W,F 09:05 am-09:55 am,0062 0506,,,Athens,Cook,1,35,35
16922 0,A 3.0 - 3.0,M W,F 11:15 am-12:05 pm,0062 0508,,,Athens,Cook,1,35,35
25077 0,A 3.0 - 3.0,,F 09:05 am-09:55 am,0033 0211,,,Athens,Roberts,1,25,25
0,A 3.0 - 3.0,M W,02:30 pm-03:20 pm,0042 0105,,,Athens,Roberts,1,25,25
25580 0,A 3.0 - 3.0,M W,09:05 am-09:55 am,0060 0400,,,Athens,Roberts,1,25,25
0,A 3.0 - 3.0,,F 02:30 pm-03:20 pm,0053 0341,,,Athens,Roberts,1,25,25
25581 0,A 3.0 - 3.0,,F 02:30 pm-03:20 pm,0042 0219A,,,Athens,Roberts,1,25,25
0,A 3.0 - 3.0,M W,09:05 am-09:55 am,0060 0400,,,Athens,Roberts,1,25,25
30960 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0062 0506,,,Athens,Qureshi,1,35,35
30991 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0062 0506,,,Athens,Qureshi,1,35,35
31017 0,A 3.0 - 3.0,,F 09:05 am-09:55 am,0033 0213,,,Athens,Roberts,1,25,25
0,A 3.0 - 3.0,M W,09:05 am-09:55 am,0060 0400,,,Athens,Roberts,1,25,25
31062 0,A 3.0 - 3.0,,F 09:05 am-09:55 am,0042 0219A,,,Athens,Roberts,1,25,25
0,A 3.0 - 3.0,M W,09:05 am-09:55 am,0060 0400,,,Athens,Roberts,1,25,25
31063 0,A 3.0 - 3.0,M W,09:05 am-09:55 am,0060 0400,,,Athens,Roberts,1,25,25
0,A 3.0 - 3.0,,F 09:05 am-09:55 am,0033 0215,,,Athens,Roberts,1,25,25
34732 0,A 3.0 - 3.0,M W,F 10:10 am-11:00 am,0062 0506,,,Athens,Keane,1,35,35
34733 0,A 3.0 - 3.0,M W,F 11:15 am-12:05 pm,0062 0506,,,Athens,Keane,1,35,35
RELI,1001E,Judaism Christianity Islam,,Religion,,,,,,,
33102 0,A 3.0 - 3.0,,12:01 am-11:59 pm,TBA TBA,,,Online,Roberts,1,25,25
RELI,1002,India/China/Japan,,Religion,,,,,,,
25576 0,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0042 0201,,,Athens,Spina,1,35,35
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG,,ROOM,CAMPUS,INSTRUCTOR,TERM,SIZE,AVL
RELI,1003,Introduction Religious Thought,,Religion,,,,,,,
16204 0,A 3.0 - 3.0,M W,F 10:10 am-11:00 am,0030,,0118,Athens,McCormick,1,35,35
16211 0,A 3.0 - 3.0,M W,F 08:00 am-08:50 am,0042,,0105,Athens,McCormick,1,35,35
26516 0,A 3.0 - 3.0,T R,02:00 pm-03:15 pm,0056,,0126,Athens,Foster,1,40,40
RELI,1008,New Testament,,Religion,,,,,,,
24707 0,A 3.0 - 3.0,T R,03:30 pm-04:45 pm,0056,,0126,Athens,Foster,1,30,30
RELI,1100,Intro Native Americ,,Religion,,,,,,,
28652 0,A 3.0 - 3.0,M W,F 03:35 pm-04:25 pm,0042,,0219A,Athens,Weaver,1,22,22
RELI,1200,Intro Afrcn Reli,,Religion,,,,,,,
30937 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0042,,0219A,Athens,Aderibigbe,1,25,25
RELI,2003H,Intr Rel Thght,,Religion,,,,,,,
24714 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0042,,0205C,Athens,Lemons,1,20,20
29890 0,A 3.0 - 3.0,M W,F 09:05 am-09:55 am,0062,,0507,Athens,Lyon,1,25,25
29895 0,A 3.0 - 3.0,M W,F 10:10 am-11:00 am,0062,,0507,Athens,Lyon,1,25,25
RELI,2004,Native American Rel,,Religion,,,,,,,
24709 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0042,,0219A,Athens,Weaver,1,25,25
RELI,4002,Prophetic Lit Ot/hb,,Religion,,,,,,,
33913 0,A 3.0 - 3.0,T R,02:00 pm-03:15 pm,0042,,0205C,Athens,Halpern,1,25,25
RELI,4040,Apocalyptic Lit,,Religion,,,,,,,
33793 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0030,,0118,Athens,Foster,1,30,30
RELI,4082,Life-Letters Paul,,Religion,,,,,,,
29888 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0030,,0118,Athens,Foster,1,30,30
RELI,4089,Biblical Greek,,Religion,,,,,,,
33791 0,A 3.0 - 3.0,M W,F 11:15 am-12:05 pm,0042,,0219A,Athens,Coppins,1,20,20
RELI,4100,Reformation Theology,,Religion,,,,,,,
33917 0,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0042,,0219A,Athens,Lyon,1,30,30
RELI,4103,Perspectives in Catholic Theol,,Religion,,,,,,,
26518 0,A 3.0 - 3.0,M W,F 10:10 am-11:00 am,0042,,0201,Athens,Roberts,1,30,30
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG,,ROOM,CAMPUS,INSTRUCTOR,TERM,SIZE,AVL
RELI,4104,Sex Marriage Christian Theol,,Religion,,,,,,,
33919 0,A 3.0 - 3.0,T R,02:00 pm-03:15 pm,0042,,0219A,Athens,Lyon,1,30,30
RELI,4106,Women in Early Chri,,Religion,,,,,,,
34522 0,A 3.0 - 3.0,T R,05:00 pm-06:15 pm,0081,,0247,Athens,Wilcox,1,30,30
RELI,4107,American Rel Hist,,Religion,,,,,,,
33922 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0042,,0201,Athens,Martin,1,30,30
RELI,4214,His Caribbean Relig,,Religion,,,,,,,
33727 0,A 3.0 - 3.0,T R,03:30 pm-04:45 pm,0053,,0321,Athens,Roman,1,30,30
RELI,4300,Islam and Its World,,Religion,,,,,,,
33825 0,A 3.0 - 3.0,T R,08:00 am-09:15 am,0042,,0205C,Athens,Godlas,1,20,20
RELI,4406,Hindu Trad,,Religion,,,,,,,
29904 0,A 3.0 - 3.0,T R,03:30 pm-04:45 pm,0042,,0201,Athens,Spina,1,30,30
RELI,4500,Phy of Religion,,Religion,,,,,,,
26455 0,A 3.0 - 3.0,M W,F 01:25 pm-02:15 pm,0042,,0220,Athens,Halper,1,10,10
RELI,4705,Topics in Nams,,Religion,,,,,,,
30935 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0250,,0154,Athens,Weaver,1,20,20
RELI,6002,Prophetic Lit Ot/hb,,Religion,,,,,,,
33914 0,A 3.0 - 3.0,T R,02:00 pm-03:15 pm,0042,,0205C,Athens,Halpern,1,5,5
RELI,6005,Topics Hebrew Bible,,Religion,,,,,,,
33824 0,C 3.0 - 3.0,T R,02:00 pm-03:15 pm,0042,,0201,Athens,Friedman,1,0,0
RELI,6040,Apocalyptic Lit,,Religion,,,,,,,
33794 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0030,,0118,Athens,Foster,1,5,5
RELI,6082,Life-Letters Paul,,Religion,,,,,,,
29889 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0030,,0118,Athens,Foster,1,5,5
RELI,6089,Biblical Greek,,Religion,,,,,,,
33792 0,A 3.0 - 3.0,M W,F 11:15 am-12:05 pm,0042,,0219A,Athens,Coppins,1,5,5
RELI,6100,Reformation Theology,,Religion,,,,,,,
33918 0,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0042,,0219A,Athens,Lyon,1,5,5
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG,,ROOM,CAMPUS,INSTRUCTOR,TERM,SIZE,AVL
RELI,6103,Perspectives in Catholic Theol,,Religion,,,,,,,
26544 0,A 3.0 - 3.0,M W,F 10:10 am-11:00 am,0042,,0201,Athens,Roberts,1,5,5
RELI,6104,Sex Marriage Christian Theol,,Religion,,,,,,,
33920 0,A 3.0 - 3.0,T R,02:00 pm-03:15 pm,0042,,0219A,Athens,Lyon,1,5,5
RELI,6106,Women in Early Chri,,Religion,,,,,,,
34523 0,A 3.0 - 3.0,T R,05:00 pm-06:15 pm,0081,,0247,Athens,Wilcox,1,5,5
RELI,6107,American Rel Hist,,Religion,,,,,,,
33923 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0042,,0201,Athens,Martin,1,5,5
RELI,6214,His Caribbean Relig,,Religion,,,,,,,
33730 0,A 3.0 - 3.0,T R,03:30 pm-04:45 pm,0053,,0321,Athens,Roman,1,4,4
RELI,6300,Islam and Its World,,Religion,,,,,,,
33826 0,A 3.0 - 3.0,T R,08:00 am-09:15 am,0042,,0205C,Athens,Godlas,1,5,5
RELI,6406,Hindu Trad,,Religion,,,,,,,
29905 0,A 3.0 - 3.0,T R,03:30 pm-04:45 pm,0042,,0201,Athens,Spina,1,5,5
RELI,6500,Phy of Religion,,Religion,,,,,,,
26456 0,A 3.0 - 3.0,M W,F 01:25 pm-02:15 pm,0042,,0220,Athens,Halper,1,10,10
RELI,6705,Topics in Nams,,Religion,,,,,,,
30936 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0250,,0154,Athens,Weaver,1,5,5
RELI,7000,Master's Research,,Religion,,,,,,,
20120 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Aderibigbe,1,10,10
20133 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Coppins,1,10,10
20135 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Friedman,1,10,10
20136 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Godlas,1,10,10
20138 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Halpern,1,10,10
20139 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Honerkamp,1,10,10
20140 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Lemons,1,10,10
20141 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Martin,1,10,10
20142 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Medine,1,10,10
20143 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Spina,1,10,10
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG,,ROOM,CAMPUS,INSTRUCTOR,TERM,SIZE,AVL
RELI,7000,Master's Research,,Religion,,,,,,,
20146 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Weaver,1,10,10
RELI,7005,Grad Student Sem,,Religion,,,,,,,
20188 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Weaver,1,10,10
20191 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Spina,1,10,10
20193 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Medine,1,10,10
20195 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Martin,1,10,10
20197 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Lemons,1,10,10
20198 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Honerkamp,1,10,10
20200 0,A 3.0 - 3.0,,12:01 am-11:59 pm,TBA,,TBA,Athens,Halpern,1,10,10
20202 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Godlas,1,10,10
20204 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Friedman,1,10,10
20210 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Coppins,1,10,10
20215 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Aderibigbe,1,10,10
RELI,7300,Master's Thesis,,Religion,,,,,,,
20220 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Aderibigbe,1,10,10
20223 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Coppins,1,10,10
20225 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Friedman,1,10,10
20227 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Godlas,1,10,10
20228 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Halpern,1,10,10
20229 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Spina,1,10,10
20230 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Lemons,1,10,10
20231 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Martin,1,10,10
20233 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Medine,1,10,10
20235 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Honerkamp,1,10,10
20236 0,A 1.0 - 3.0,,12:01 am-11:59 pm,NCRR,,NCRR,Athens,Weaver,1,10,10
RELI,7770,Rel Stdy and Pedagogy,,Religion,,,,,,,
33827 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0042,,0205C,Athens,Godlas,1,20,20
SUBJECT,COURSE NO,TITLE,,DEPARTMENT,,,,,PART OF,CLS,SEATS
CRN SEC,STAT CREDIT HRS,DAYS,TIME,BLDG,ROOM,CAMPUS,,INSTRUCTOR,TERM,SIZE,AVL
RELI,8700,Sem Religion Rsch,,Religion,,,,,,,
24702 0,A 3.0 - 3.0,M W,F 04:40 pm-05:30 pm,0042,0205C,Athens,,Coppins,1,20,20
0,A 3.0 - 3.0,M W,F 03:35 pm-04:25 pm,0042,0205C,Athens,,Coppins,1,20,20
RLST,6000,Spec Probs in Rls,,Counseling and Human Dev Sci,,,,,,,
10447 0,A 1.0 - 6.0,T,01:31 pm-04:30 pm,1060,0411,Athens,,Bailey,1,35,35
0,A 1.0 - 6.0,T,01:31 pm-04:30 pm,1060,0422A,Athens,,Bailey,1,35,35
RMIN,4000,Risk Management and Insurance,,"Ins, Legal Stud, Real Estate",,,,,,,
12932 0,A 3.0 - 3.0,M W,F 10:10 am-11:00 am,0058,0312,Athens,,,1,50,50
13057 0,A 3.0 - 3.0,M W,F 12:20 pm-01:10 pm,0738C,C006,Athens,,,1,50,50
13058 0,A 3.0 - 3.0,T R,09:30 am-10:45 am,0046,0304,Athens,,Ragin,1,120,120
13059 0,A 3.0 - 3.0,M W,F 11:15 am-12:05 pm,0046,0304,Athens,,Frederick,1,120,120
13062 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0046,0302,Athens,,McCarthy,1,120,120
13063 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0046,0304,Athens,,Ragin,1,120,120
29990 0,A 3.0 - 3.0,T R,12:30 pm-01:45 pm,0046,0302,Athens,,McCarthy,1,120,120
RMIN,4100,Theory of Interest,,"Ins, Legal Stud, Real Estate",,,,,,,
29938 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0046,0105,Athens,,Pottier,1,40,40
RMIN,4800,Intern in Risk Mgmt and Insur,,"Ins, Legal Stud, Real Estate",,,,,,,
12917 0,A 6.0 - 6.0,,12:01 am-11:59 pm,NCRR,NCRR,Off,,Eckles,1,50,50
29824 0,A 3.0 - 3.0,,12:01 am-11:59 pm,NCRR,NCRR,Off,,Eckles,1,5,5
RMIN,5100S,Commercial Prop and Liab Insur,,"Ins, Legal Stud, Real Estate",,,,,,,
31081 0,A 3.0 - 3.0,M W,F 01:25 pm-02:15 pm,0058,0313,Athens,,Atkinson,1,70,70
31082 0,A 3.0 - 3.0,M W,F 02:30 pm-03:20 pm,0058,0313,Athens,,Atkinson,1,70,70
RMIN,5110,Employee Benefits,,"Ins, Legal Stud, Real Estate",,,,,,,
12930 0,A 3.0 - 3.0,T R,11:00 am-12:15 pm,0738B,B010,Athens,,Carson,1,120,120
RMIN,5510,Life Insurance,,"Ins, Legal Stud, Real Estate",,,,,,,
12937 0,A 3.0 - 3.0,T R,03:30 pm-04:45 pm,0738A,A009,Athens,,Pottier,1,55,55
RMIN,5530,Advanced Property Insurance,,"Ins, Legal Stud, Real Estate",,,,,,,
